age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
40,technician,married,secondary,no,3056,no,no,cellular,26,aug,103,1,-1,0,
54,,married,secondary,no,1157,no,no,cellular,26,may,98,2,-1,0,
35,technician,married,secondary,no,6,yes,no,cellular,11,may,204,2,348,2,failure
37,blue-collar,single,secondary,no,240,yes,no,,6,may,246,1,-1,0,
34,technician,single,tertiary,no,586,yes,no,cellular,3,feb,43,5,263,2,failure
33,services,single,secondary,no,3269,no,yes,cellular,18,jul,316,1,-1,0,
36,self-employed,married,tertiary,no,16430,yes,no,,6,jun,197,3,-1,0,
61,retired,married,secondary,no,1058,no,no,cellular,27,oct,277,1,92,5,success
38,technician,single,secondary,no,12926,yes,no,,3,jun,280,1,-1,0,
45,blue-collar,married,secondary,no,1583,yes,no,cellular,7,aug,84,7,-1,0,
41,unemployed,divorced,secondary,no,271,yes,no,,19,jun,196,2,-1,0,
41,blue-collar,married,secondary,no,0,yes,no,cellular,11,may,273,3,-1,0,
73,retired,married,primary,no,508,no,no,cellular,14,jun,154,4,97,1,success
40,management,single,tertiary,no,402,yes,no,,30,may,243,3,-1,0,
33,admin.,married,secondary,no,7,yes,no,cellular,20,nov,203,1,-1,0,
82,retired,married,,no,211,no,no,telephone,22,apr,195,3,-1,0,
43,management,married,tertiary,no,536,yes,no,cellular,14,may,167,4,-1,0,
55,,married,secondary,no,1157,no,no,cellular,12,jul,289,1,412,2,failure
54,management,married,,no,831,yes,yes,telephone,2,jul,139,1,125,2,other
32,management,married,secondary,no,6217,yes,yes,cellular,18,nov,486,2,181,2,failure
46,blue-collar,married,secondary,no,853,no,no,cellular,11,jul,1187,3,-1,0,
31,management,married,secondary,no,1368,yes,no,cellular,12,aug,129,4,-1,0,
33,blue-collar,married,secondary,no,152,yes,no,,13,may,351,2,-1,0,
34,services,married,secondary,no,-694,yes,no,,26,may,62,1,-1,0,
39,management,single,tertiary,no,968,yes,no,cellular,22,aug,199,6,-1,0,
28,blue-collar,married,secondary,no,-95,yes,no,,13,may,200,1,-1,0,
48,services,married,secondary,no,22,no,no,cellular,2,feb,429,2,-1,0,
41,admin.,divorced,secondary,no,270,yes,no,,5,may,222,1,-1,0,
50,management,married,tertiary,no,4,no,no,cellular,13,aug,143,2,-1,0,
36,blue-collar,married,secondary,no,0,no,no,,20,jun,332,3,-1,0,
43,admin.,single,tertiary,no,664,yes,no,cellular,17,apr,119,1,-1,0,
36,management,single,secondary,no,532,yes,no,cellular,6,may,50,1,-1,0,
60,blue-collar,married,secondary,no,-223,no,yes,cellular,22,jul,282,2,-1,0,
32,technician,married,secondary,no,3322,yes,no,cellular,5,feb,588,2,175,2,failure
35,technician,divorced,secondary,no,69,yes,no,,8,may,461,3,-1,0,
54,blue-collar,married,secondary,no,0,no,yes,cellular,16,jul,156,1,-1,0,
35,technician,married,secondary,no,-259,yes,no,cellular,29,jan,381,1,247,2,failure
38,blue-collar,married,secondary,no,97,yes,no,cellular,11,may,169,2,-1,0,
39,management,married,secondary,no,0,yes,no,cellular,24,jul,21,21,-1,0,
25,self-employed,single,,no,1179,no,no,cellular,17,aug,43,1,83,2,failure
31,technician,married,secondary,no,0,yes,yes,cellular,10,jul,114,1,-1,0,
33,technician,married,secondary,no,8,no,no,cellular,29,aug,462,2,-1,0,
50,technician,married,tertiary,no,917,no,no,,16,jun,107,2,-1,0,
46,blue-collar,married,,no,401,yes,no,,6,may,306,2,-1,0,
45,blue-collar,married,primary,no,377,no,no,cellular,28,aug,26,23,-1,0,
32,management,married,tertiary,no,2737,yes,yes,,23,may,38,1,-1,0,
54,management,divorced,tertiary,no,55,yes,no,cellular,27,may,183,2,-1,0,
36,blue-collar,married,secondary,no,2627,yes,no,,18,jun,94,1,-1,0,
53,management,divorced,tertiary,no,3158,no,no,cellular,31,jul,126,23,-1,0,
39,housemaid,married,secondary,no,42,yes,no,telephone,25,jul,120,1,-1,0,
56,entrepreneur,divorced,primary,no,3,no,no,,20,jun,111,1,-1,0,
59,retired,divorced,secondary,no,23,no,no,cellular,7,jul,66,1,-1,0,
52,unemployed,married,secondary,no,2251,yes,no,,3,jun,58,9,-1,0,
32,technician,married,tertiary,no,-1053,yes,no,cellular,21,jul,357,3,-1,0,
37,entrepreneur,married,tertiary,no,1110,yes,no,,21,may,189,2,-1,0,
49,management,married,tertiary,no,603,yes,no,cellular,20,apr,590,3,-1,0,
35,entrepreneur,married,primary,yes,25,no,yes,cellular,7,jul,236,1,-1,0,
43,blue-collar,married,primary,no,250,yes,no,cellular,12,may,144,5,342,16,failure
27,admin.,married,secondary,no,186,yes,no,,27,may,136,2,-1,0,
31,management,single,tertiary,no,338,yes,yes,telephone,14,jul,216,2,-1,0,
48,housemaid,married,primary,no,469,no,no,cellular,14,aug,103,2,-1,0,
40,management,married,tertiary,no,294,yes,no,cellular,23,jul,97,5,-1,0,
35,technician,single,secondary,no,161,yes,yes,cellular,31,jul,175,4,-1,0,
34,management,married,secondary,no,1105,yes,yes,,2,jun,136,4,-1,0,
30,admin.,divorced,secondary,no,83,yes,yes,cellular,18,nov,118,2,196,1,failure
55,technician,married,secondary,no,477,no,no,cellular,8,jul,138,1,-1,0,
44,housemaid,divorced,secondary,no,653,no,no,cellular,17,nov,475,1,-1,0,
55,management,divorced,primary,no,3629,yes,no,,30,may,87,1,-1,0,
39,,married,secondary,no,1701,no,no,,6,jun,140,1,-1,0,
68,retired,married,primary,no,0,no,no,telephone,15,jan,814,1,-1,0,
40,blue-collar,married,secondary,no,503,yes,yes,cellular,18,may,24,2,-1,0,
28,management,married,tertiary,no,103,yes,no,,16,may,461,2,-1,0,
49,unemployed,married,secondary,no,13818,no,no,cellular,21,nov,201,1,113,2,failure
54,blue-collar,divorced,primary,no,10374,yes,no,cellular,20,nov,283,2,189,2,other
37,admin.,married,secondary,no,1314,yes,no,cellular,8,may,682,2,85,7,success
22,services,married,primary,no,7982,yes,no,,4,jun,18,1,-1,0,
38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121,1,-1,0,
29,self-employed,single,secondary,no,3672,yes,yes,,28,may,1210,1,-1,0,
41,blue-collar,single,secondary,yes,81,no,no,cellular,19,nov,212,3,-1,0,
23,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,224,1,352,2,failure
55,technician,single,secondary,no,11,no,no,,20,jun,14,2,-1,0,
39,blue-collar,married,primary,no,192,no,no,,4,jul,433,1,-1,0,
52,admin.,divorced,secondary,no,3029,yes,yes,cellular,12,may,65,2,285,2,failure
37,admin.,single,secondary,no,22,yes,no,cellular,7,may,28,2,289,5,failure
52,management,single,tertiary,no,2290,no,no,cellular,30,apr,195,2,268,2,other
28,admin.,married,secondary,no,1428,yes,no,cellular,16,apr,495,1,-1,0,
30,technician,married,secondary,no,274,yes,yes,cellular,21,nov,105,5,102,2,failure
36,admin.,single,secondary,no,206,yes,no,,8,may,183,1,-1,0,
36,entrepreneur,married,tertiary,no,84,no,yes,cellular,15,jul,306,14,-1,0,
27,admin.,single,tertiary,no,43,no,no,cellular,2,feb,95,3,-1,0,
31,blue-collar,single,secondary,no,1565,yes,no,cellular,21,nov,290,6,-1,0,
27,blue-collar,single,secondary,no,28,no,no,telephone,22,jul,68,3,-1,0,
31,admin.,single,secondary,no,119,no,no,cellular,7,jul,80,1,-1,0,
51,admin.,married,secondary,no,907,yes,no,telephone,21,jul,722,3,-1,0,
55,blue-collar,married,secondary,no,5874,no,no,,19,jun,229,1,-1,0,
59,housemaid,married,primary,no,5501,no,no,,9,jun,172,4,-1,0,
27,management,married,tertiary,no,33,yes,no,cellular,18,jul,337,1,-1,0,
54,management,married,tertiary,no,1938,yes,no,telephone,31,jul,81,7,-1,0,
24,self-employed,single,tertiary,no,91,yes,no,cellular,15,may,134,2,-1,0,
40,unemployed,single,secondary,no,350,yes,no,,7,may,287,1,-1,0,
42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71,1,-1,0,
27,admin.,single,secondary,no,181,yes,no,,8,may,231,2,-1,0,
58,management,married,tertiary,no,136,yes,no,cellular,8,jul,199,1,-1,0,
38,management,married,tertiary,no,3228,no,no,cellular,27,aug,123,8,-1,0,
30,technician,married,,yes,-315,yes,no,,8,may,201,2,-1,0,
40,blue-collar,married,secondary,no,440,yes,no,,5,jun,327,2,-1,0,
38,blue-collar,married,secondary,no,0,yes,no,,20,may,90,1,-1,0,
64,retired,married,primary,no,1977,no,no,cellular,24,feb,160,2,-1,0,
50,blue-collar,married,primary,no,370,yes,no,telephone,26,aug,39,6,-1,0,
37,services,married,secondary,no,405,yes,no,,21,may,51,2,-1,0,
60,services,married,secondary,no,4428,no,no,cellular,9,nov,125,1,96,6,failure
34,technician,married,tertiary,no,23,no,no,cellular,22,aug,289,6,-1,0,
54,management,married,secondary,no,4080,no,no,,5,may,140,1,-1,0,
27,management,single,secondary,no,589,no,no,cellular,28,jan,24,1,-1,0,
54,management,married,primary,no,338,yes,no,telephone,18,jul,99,5,-1,0,
52,management,married,tertiary,no,11650,yes,no,cellular,17,nov,48,1,-1,0,
44,services,married,secondary,no,-254,no,no,,20,jun,25,1,-1,0,
36,admin.,married,secondary,no,498,yes,no,cellular,29,jan,151,1,253,1,failure
36,self-employed,divorced,tertiary,no,149,no,no,cellular,18,nov,257,2,-1,0,
45,blue-collar,married,primary,no,91,yes,no,,15,may,239,2,-1,0,
52,entrepreneur,divorced,secondary,no,302,no,no,,19,jun,169,2,-1,0,
53,management,married,tertiary,no,1313,no,no,cellular,4,aug,136,2,-1,0,
49,unemployed,married,primary,yes,11,yes,no,telephone,31,jul,166,8,-1,0,
42,blue-collar,divorced,primary,no,1278,no,no,cellular,29,jul,422,4,-1,0,
31,services,single,secondary,no,864,yes,no,cellular,6,may,100,1,-1,0,
47,admin.,divorced,primary,no,357,yes,yes,,15,may,134,1,-1,0,
35,entrepreneur,married,tertiary,no,129,yes,no,cellular,20,apr,231,3,151,5,other
40,services,single,secondary,no,573,yes,no,cellular,14,may,329,1,-1,0,
39,admin.,married,secondary,no,186,yes,no,cellular,14,jul,114,2,-1,0,
34,blue-collar,married,,no,41,yes,no,cellular,6,may,34,9,-1,0,
29,management,single,tertiary,no,1895,no,no,cellular,28,jul,97,6,-1,0,
46,technician,divorced,secondary,no,117,no,no,cellular,29,aug,94,2,-1,0,
44,blue-collar,married,secondary,no,560,yes,no,,15,may,80,1,-1,0,
33,management,single,tertiary,no,201,yes,no,,20,may,280,1,-1,0,
34,admin.,married,secondary,no,395,yes,no,cellular,14,apr,258,8,-1,0,
36,technician,married,secondary,no,-90,yes,no,cellular,28,jul,110,3,-1,0,
35,blue-collar,married,primary,no,455,yes,no,cellular,13,may,573,7,327,3,failure
31,admin.,single,secondary,no,50,no,no,cellular,29,jan,395,1,-1,0,
52,entrepreneur,divorced,secondary,no,105,no,yes,telephone,22,jul,275,4,-1,0,
43,entrepreneur,married,tertiary,no,13342,yes,no,cellular,18,nov,465,1,-1,0,
40,services,married,secondary,no,-38,yes,yes,cellular,5,feb,121,1,-1,0,
30,unemployed,single,secondary,no,500,yes,no,,2,jun,178,2,-1,0,
38,blue-collar,married,secondary,no,961,yes,no,,16,may,346,1,-1,0,
33,admin.,married,secondary,no,13160,no,no,cellular,10,jul,212,1,-1,0,
40,admin.,single,primary,no,1970,no,no,cellular,8,may,579,1,-1,0,
57,entrepreneur,married,secondary,no,9902,no,no,cellular,18,jun,88,3,-1,0,
44,management,married,tertiary,no,0,no,no,cellular,20,aug,122,2,-1,0,
54,blue-collar,married,secondary,no,497,yes,no,cellular,25,aug,150,4,-1,0,
39,self-employed,married,secondary,no,31,yes,no,cellular,20,nov,61,2,181,4,failure
38,management,married,tertiary,no,881,no,yes,,6,jun,79,2,-1,0,
52,unemployed,married,secondary,no,1416,no,no,cellular,13,sep,218,3,187,3,success
41,technician,married,secondary,no,965,no,no,cellular,22,aug,336,10,-1,0,
26,management,single,tertiary,no,1646,no,no,cellular,12,apr,524,4,206,5,success
31,blue-collar,married,secondary,no,0,yes,no,,10,aug,97,1,782,1,other
21,student,single,secondary,no,794,no,no,cellular,5,jun,191,1,-1,0,
37,services,married,secondary,no,1543,yes,no,cellular,22,may,298,1,10,6,failure
30,management,single,tertiary,no,5359,no,no,cellular,27,may,119,1,98,1,success
44,management,married,tertiary,no,792,no,no,cellular,25,aug,630,7,-1,0,
43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,3,-1,0,
24,admin.,single,secondary,no,166,no,no,cellular,10,sep,256,2,-1,0,
46,technician,single,secondary,no,874,no,no,cellular,19,nov,819,3,-1,0,
79,retired,divorced,primary,no,79,no,no,cellular,9,oct,1106,2,-1,0,
58,admin.,married,secondary,no,169,no,no,cellular,13,aug,880,1,92,8,success
32,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,-1,0,
77,retired,married,primary,no,2590,no,no,telephone,13,nov,212,3,277,12,failure
34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,1,92,9,success
32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,235,1,102,2,failure
72,retired,married,primary,no,1612,no,no,cellular,7,aug,530,2,-1,0,
62,technician,married,secondary,no,973,no,no,cellular,2,feb,326,1,-1,0,
58,management,married,secondary,no,-382,no,no,cellular,31,jul,644,12,-1,0,
47,blue-collar,married,secondary,no,1996,no,no,,5,jun,761,2,-1,0,
22,services,single,secondary,no,344,yes,no,cellular,18,may,347,1,-1,0,
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,-1,0,
34,management,single,tertiary,no,48,yes,no,cellular,12,aug,810,3,93,6,failure
72,retired,married,primary,no,2600,no,no,cellular,3,feb,443,2,82,3,success
33,student,married,secondary,no,1536,no,no,cellular,9,nov,262,1,94,2,success
26,blue-collar,single,primary,no,409,yes,no,cellular,21,jul,577,2,-1,0,
35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure
45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,243,5,285,2,success
41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,-1,0,
30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,370,2,failure
60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success
34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure
55,admin.,married,secondary,no,8304,no,no,cellular,1,jun,201,1,-1,0,
59,retired,married,primary,no,363,no,no,cellular,30,apr,400,1,-1,0,
45,admin.,married,,no,5511,no,no,cellular,2,jul,272,1,-1,0,
60,management,married,tertiary,no,0,no,no,cellular,7,aug,401,3,-1,0,
30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,
28,admin.,single,secondary,no,-7,no,yes,,26,jun,3183,2,-1,0,
60,retired,married,secondary,no,523,no,no,cellular,11,feb,467,1,182,3,success
29,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,-1,0,
44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,
35,services,married,secondary,no,152,yes,no,,2,jun,563,1,-1,0,
65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,
93,retired,married,,no,775,no,no,cellular,22,jul,860,2,177,7,success
36,services,married,secondary,no,394,no,no,cellular,5,aug,324,1,-1,0,
35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,179,4,failure
47,admin.,married,secondary,no,2601,no,no,cellular,24,sep,261,1,-1,0,
24,admin.,single,tertiary,no,0,yes,no,cellular,27,may,122,2,-1,0,
40,blue-collar,married,secondary,no,1515,yes,no,cellular,10,aug,503,1,-1,0,
31,housemaid,married,secondary,no,243,yes,no,cellular,23,sep,305,2,842,1,failure
33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,2,-1,0,
55,blue-collar,married,primary,no,3485,no,no,cellular,18,aug,625,4,-1,0,
61,retired,married,primary,no,197,no,no,cellular,17,feb,113,1,-1,0,
50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,406,1,182,2,failure
30,blue-collar,single,secondary,no,799,no,no,,13,jun,674,1,-1,0,
26,technician,single,secondary,no,2002,no,no,cellular,29,jan,146,1,-1,0,
67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,706,1,-1,0,
35,management,divorced,tertiary,no,3837,yes,no,,8,may,1084,1,-1,0,
42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,
61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,
60,admin.,married,,no,478,no,no,cellular,19,jul,173,2,311,8,failure
54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,352,3,186,2,failure
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success
55,housemaid,divorced,primary,no,77,no,no,cellular,31,jul,463,6,-1,0,
27,,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,failure
23,services,single,secondary,no,31,no,no,cellular,1,jun,192,1,-1,0,
54,admin.,married,secondary,no,1633,no,no,cellular,3,jul,409,2,-1,0,
30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,3,-1,0,
61,housemaid,married,primary,no,2580,no,no,cellular,16,sep,270,3,202,7,other
36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure
27,services,single,secondary,no,54,yes,no,,28,may,543,2,-1,0,
48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,failure
60,technician,married,secondary,no,0,no,no,cellular,25,may,641,4,-1,0,
25,student,single,tertiary,no,253,no,no,cellular,4,may,597,1,-1,0,
29,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,-1,0,
62,retired,married,secondary,no,1495,no,no,cellular,17,aug,606,1,196,1,success
47,blue-collar,married,secondary,no,8229,no,no,cellular,8,aug,784,2,-1,0,
33,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,1290,4,-1,0,
29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success
55,admin.,divorced,secondary,no,1872,no,no,cellular,28,aug,155,2,93,8,failure
28,technician,single,secondary,yes,-1042,yes,no,,6,jun,712,2,-1,0,
30,blue-collar,married,secondary,no,2493,no,no,cellular,28,jan,293,2,-1,0,
37,management,married,tertiary,no,40,no,no,cellular,27,aug,1033,4,-1,0,
49,technician,single,secondary,no,1377,no,no,cellular,5,aug,935,1,-1,0,
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success
26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success
36,services,divorced,secondary,yes,0,no,yes,cellular,15,jul,687,7,-1,0,
48,blue-collar,married,primary,no,476,no,no,cellular,11,aug,856,3,-1,0,
27,blue-collar,married,tertiary,no,335,yes,no,,26,jun,519,3,-1,0,
58,retired,divorced,secondary,no,1080,yes,no,cellular,29,jul,1058,2,-1,0,
49,management,married,tertiary,no,1050,yes,no,cellular,18,nov,924,1,-1,0,
28,services,single,secondary,no,168,no,no,cellular,12,jan,387,1,194,1,other
77,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134,1,-1,0,
43,admin.,single,secondary,no,1707,yes,no,cellular,6,sep,369,3,504,5,other
29,technician,single,secondary,no,1165,no,no,cellular,3,dec,244,2,184,1,success
31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,3,failure
43,management,divorced,tertiary,no,481,yes,no,cellular,3,jun,187,1,20,1,other
52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,195,1,-1,0,
40,management,single,tertiary,no,1361,no,no,cellular,29,jan,1473,1,-1,0,
37,blue-collar,married,primary,no,-106,yes,yes,cellular,12,may,690,1,-1,0,
28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240,2,95,3,other
41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other
37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure
46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,
33,blue-collar,single,primary,no,863,yes,no,telephone,13,may,622,3,-1,0,
68,retired,married,secondary,no,1146,no,no,cellular,16,nov,212,1,187,6,success
71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,
50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure
32,admin.,divorced,secondary,no,-46,no,yes,cellular,18,jul,1373,4,-1,0,
56,blue-collar,married,secondary,no,249,yes,no,,29,may,791,2,-1,0,
23,student,single,secondary,no,1234,no,no,cellular,16,nov,250,1,-1,0,
22,services,single,secondary,no,129,no,no,cellular,15,apr,218,2,181,1,success
34,unemployed,single,secondary,no,15,no,no,cellular,12,jan,377,1,-1,0,
35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,669,1,312,3,failure
29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,
35,blue-collar,married,,no,520,yes,no,cellular,17,apr,476,1,-1,0,
33,management,single,tertiary,no,935,no,no,cellular,9,feb,385,2,92,8,success
73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure
37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,-1,0,
39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure
30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure
19,student,single,primary,no,608,no,no,cellular,12,may,236,1,180,2,success
36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,
32,management,married,tertiary,no,3387,yes,no,cellular,15,may,1111,5,-1,0,
41,blue-collar,married,primary,no,2453,yes,no,,15,may,1052,1,-1,0,
